ID,Name,Team,Pos,Price,18_pts,19_pts,20_pts,21_pts,22_pts,23_pts,24_pts,25_pts
259,Wilson,FUL,MID,5.2,1.5079,1.65817,1.60564,1.63839,1.69833,1.54969,1.5197,1.66066
260,Al-Hamadi,IPS,FWD,4.8,0.68582,0.80911,0.93208,0.92062,0.81924,0.73715,1.06548,0.84676
261,Baggott,IPS,DEF,4,0,0,0,0,0,0,0,0
262,Broadhead,IPS,MID,4.9,0.74519,0.81596,0.82906,0.84247,0.80138,0.76063,0.88517,0.80679
263,Burgess,IPS,DEF,4,2.20641,1.93358,1.9982,1.82036,1.889,2.18778,1.69027,2.1534
264,Burns,IPS,MID,4.8,1.98492,2.00638,2.17676,2.01797,1.90961,1.94452,2.1062,2.09995
265,Chaplin,IPS,MID,5.1,1.68913,1.88523,1.94176,1.97437,1.87064,1.78548,2.05922,1.90495
266,H.Clarke,IPS,DEF,4,1.57958,1.34547,1.4038,1.25006,1.31012,1.56556,1.14031,1.53548
267,Davis,IPS,DEF,4.5,2.90837,2.82632,2.78536,2.75493,2.74176,2.90591,2.66926,2.9398
268,Delap,IPS,FWD,5.6,2.08164,2.40928,2.46032,2.56981,2.38637,2.11661,2.82931,2.29714
269,Edmundson,IPS,DEF,4,0,0,0,0,0,0,0,0
270,Greaves,IPS,DEF,3.9,0.61484,0.53393,0.55438,0.50123,0.52227,0.61037,0.46343,0.5996
271,Harness,IPS,MID,4.9,0,0,0,0,0,0,0,0
272,Hirst,IPS,FWD,5.4,0,0,0,1.33644,1.38849,1.22915,1.74478,1.41745
273,Humphreys,IPS,MID,4.5,0,0,0,0,0,0,0,0
274,Hutchinson,IPS,MID,5.2,1.99443,2.22924,2.18718,2.27965,2.14642,2.00641,2.3667,2.13451
275,Johnson,IPS,DEF,3.9,2.03065,1.75286,1.8287,1.64104,1.71044,2.0155,1.51086,1.98405
276,Ladapo,IPS,FWD,4.5,0,0,0,0,0,0,0,0
277,Luongo,IPS,MID,4.4,0.17444,0.1862,0.19223,0.19302,0.18605,0.17905,0.20369,0.18719
278,Morsy,IPS,MID,4.9,0,2.32208,2.20841,2.39038,2.29864,2.07158,2.48363,2.16586
279,Ndaba,IPS,DEF,4,0,0,0,0,0,0,0,0
280,Slicker,IPS,GK,4,0.00915,0.00745,0.00814,0.00717,0.00795,0.00995,0.00614,0.00876
281,Taylor,IPS,MID,4.8,1.24442,1.47929,1.35035,1.5115,1.41513,1.21629,1.60078,1.30718
282,Tuanzebe,IPS,DEF,4,0,0,0,0,0,0,0,0
283,Walton,IPS,GK,4.3,0.28028,0.21943,0.2514,0.21146,0.23371,0.30313,0.18177,0.26903
284,Woolfenden,IPS,DEF,4,0.22099,0.19109,0.19865,0.17902,0.18677,0.21933,0.16507,0.21537
285,B.Soumaré,LEI,MID,4.4,1.27745,1.32235,1.36473,1.44092,1.38149,1.47799,1.41774,1.30495
286,Cannon,LEI,FWD,4.5,0,0,0,0,0,0,0,0
287,Choudhury,LEI,MID,4.3,0.79756,0.8634,0.86508,0.95014,0.9181,0.93235,0.89819,0.85883
288,Coady,LEI,DEF,4,1.81823,1.55659,1.78994,1.4802,1.48693,1.87381,1.53386,1.57768
289,Daka,LEI,FWD,4.8,0.96668,1.05623,1.08597,1.22953,1.16257,1.19021,1.20998,1.02666
290,"De Cordova-Reid",LEI,MID,5.2,1.35402,1.42998,1.40833,1.54014,1.48049,1.51283,1.46698,1.39805
291,Faes,LEI,DEF,4,2.15694,1.84767,2.11909,1.75403,1.76275,2.21319,1.8234,1.87011
292,Golding,LEI,MID,4.4,0.02288,0.02391,0.02424,0.02591,0.02497,0.0261,0.02501,0.02346
293,Hermansen,LEI,GK,4.5,3.20736,3.24111,4.03917,3.16335,3.20972,4.18059,3.79761,3.307
294,Iversen,LEI,GK,3.9,1.44094,0.37333,0.25243,0.20158,0.20456,0.24882,0.22478,0.20735
295,Justin,LEI,DEF,4.3,2.67972,2.40778,2.66338,2.35065,2.34464,2.79069,2.34832,2.41673
296,Kristiansen,LEI,DEF,4.5,2.63675,2.35217,2.63625,2.3259,2.31074,2.77702,2.37745,2.35114
297,Marcal,LEI,MID,4.5,0,0,0,0,0,0,0,0
298,Mavididi,LEI,MID,5.2,1.79501,1.88302,1.91468,2.03908,1.98128,2.07833,1.91309,1.79596
299,McAteer,LEI,MID,4.7,1.08643,1.13796,1.13868,1.22414,1.18446,1.21288,1.177,1.12309
300,Ndidi,LEI,MID,5,0.02171,1.66772,2.03476,2.13527,2.07566,2.3086,2.13397,1.97743
301,Okoli,LEI,DEF,4,1.27244,1.09789,1.25061,1.04689,1.04962,1.30873,1.07436,1.11176
302,Ricardo,LEI,DEF,4.1,0,0,0,0,0,0,0,0
303,Souttar,LEI,DEF,4,0,0,0,0,0,0,0,0
304,Stolarczyk,LEI,GK,4,0.00953,0.00762,0.00839,0.0067,0.0068,0.00827,0.00747,0.00689
305,Thomas,LEI,DEF,3.9,0.2213,0.19144,0.21699,0.18214,0.18268,0.22691,0.18532,0.19391
306,Vardy,LEI,FWD,5.6,1.98004,2.14976,2.1027,2.36612,2.27801,2.24627,2.25358,2.08245
307,Vestergaard,LEI,DEF,4,2.08354,1.76668,2.04814,1.67835,1.68386,2.14762,1.75724,1.78907
308,Ward,LEI,GK,4,0.02749,0.02185,0.02416,0.01916,0.01945,0.02381,0.02148,0.01972
309,Winks,LEI,MID,4.5,1.73775,1.8776,1.84275,2.03522,1.97815,1.97444,1.8786,1.82616
310,A.Becker,LIV,GK,5.4,3.31032,3.95687,3.32058,3.77951,4.20081,2.90659,4.22179,3.24512
311,Alexander-Arnold,LIV,DEF,7.1,4.42342,4.06893,3.78267,3.75279,4.12672,3.9639,3.73099,4.11681
312,Bajcetic,LIV,MID,4.5,0,0,0,0,0,0,0,0
313,Bradley,LIV,DEF,4.7,0,0,0,0,0,0,0,0
314,Carvalho,BRE,MID,4.6,1.46227,1.36541,1.71678,1.39248,1.40466,1.52396,1.46166,1.54481
315,Clark,LIV,MID,4.5,0.05918,0.06471,0.06065,0.06237,0.06248,0.06177,0.04886,0.0609
316,Darwin,LIV,FWD,7.1,2.16955,1.89354,1.87681,1.74014,1.75406,1.93852,1.7073,1.98573
317,"Diogo J.",LIV,MID,7.2,2.73468,2.43522,2.14613,2.15741,2.36447,2.31807,2.11828,2.39478
318,Doak,LIV,MID,4.5,0,0,0,0,0,0,0,0
319,Elliott,LIV,MID,5.2,1.92416,1.60464,1.58795,1.46503,1.55489,1.68399,1.44636,1.74266
320,Endo,LIV,MID,4.6,0.5444,0.49566,0.47648,0.46373,0.47851,0.48957,0.46,0.50866
321,Gakpo,LIV,FWD,7.1,2.56518,2.15057,2.2093,2.01521,2.02247,2.28752,1.97861,2.34782
322,Gomez,LIV,DEF,4.9,1.66907,1.76735,1.56748,1.67976,1.91215,1.57727,1.70155,1.63886
323,Gravenberch,LIV,MID,5,2.59127,2.57544,2.30996,2.41284,2.51796,2.37114,2.38996,2.43654
324,Jones,LIV,MID,5.3,2.34227,1.96165,2.04732,1.84176,1.90438,2.12034,1.82687,2.18615
325,Kelleher,LIV,GK,4.4,0.22812,0.26949,0.22878,0.25742,0.28624,0.20035,0.28783,0.22362
326,Konaté,LIV,DEF,5.1,0,0,0,0,0,0,0,0
327,"Luis Díaz",LIV,MID,7.4,3.08147,2.7313,2.60472,2.55207,2.75018,2.82001,2.51437,2.89962
328,M.Salah,LIV,MID,13.5,6.79279,5.91696,5.60859,5.68956,6.34568,6.49551,5.57113,6.63878
329,"Mac Allister",LIV,MID,6.2,2.93901,2.41961,2.48396,2.24706,2.379,2.63728,2.21999,2.71262
330,McConnell,LIV,MID,4.4,0.00087,0.00081,0.00076,0.00076,0.00079,0.00078,0.00075,0.00081
331,Morton,LIV,MID,4.4,0.00612,0.00569,0.00532,0.0053,0.00552,0.0055,0.00524,0.0057
332,N.Phillips,LIV,DEF,4,0,0,0,0,0,0,0,0
333,Quansah,LIV,DEF,3.9,1.04613,1.08934,0.96412,1.03127,1.17549,0.98121,1.04265,1.01845
334,R.Williams,LIV,DEF,4,0,0,0,0,0,0,0,0
335,Robertson,LIV,DEF,5.9,3.52863,3.26988,3.05304,3.03995,3.36579,3.18185,3.03806,3.30338
336,Szoboszlai,LIV,MID,6.3,3.91513,4.11237,3.96147,4.19435,4.46614,4.30554,4.14253,4.38991
337,Tsimikas,LIV,DEF,4.6,0.73357,0.71309,0.65695,0.66992,0.7578,0.67526,0.67473,0.70146
338,"Van den Berg",BRE,DEF,4.1,0.02463,1.73735,2.02597,2.00157,2.16332,2.20673,2.13627,2.26432
339,Virgil,LIV,DEF,6.5,2.66846,2.77027,2.51356,2.65065,2.94546,2.5334,2.67677,2.61598
340,Akanji,MCI,DEF,5.3,2.13773,2.28859,2.24976,2.53723,2.13498,2.29417,2.51154,2.30813
341,Aké,MCI,DEF,5.3,1.82228,2.01395,1.91876,2.22705,1.87342,1.96815,2.20353,1.97581
342,Bernardo,MCI,MID,6.3,3.18555,3.06902,3.28327,2.96567,2.97996,2.9507,2.42158,3.11354
343,Bobb,MCI,MID,4.7,0,0,0,0,0,0,0,0
344,Carson,MCI,GK,4,0.00629,0.00694,0.00661,0.00807,0.00626,0.00714,0.00877,0.00747
345,"De Bruyne",MCI,MID,9.5,2.92575,2.68964,3.16885,2.6471,2.68599,2.76357,2.02607,2.93866
346,Doku,MCI,MID,6.2,2.34957,2.16919,2.44581,2.07129,2.05254,2.18438,1.75225,2.3175
347,"Ederson M.",MCI,GK,5.4,1.41113,1.62898,1.49467,1.91013,1.45866,1.62363,2.08565,1.70653
348,Foden,MCI,MID,9.1,2.93356,2.83252,3.06808,2.72504,2.74246,2.71007,2.19741,2.86811
349,Grealish,MCI,MID,6.4,2.06229,2.38308,2.19976,2.32839,2.31904,2.00756,1.94019,2.1261
350,Gvardiol,MCI,DEF,6,2.72467,2.74757,2.84358,2.95956,2.56987,2.78798,2.83944,2.85363
351,Haaland,MCI,FWD,14.8,5.249,4.4366,5.07496,3.89127,4.11599,4.39552,3.2581,4.79161
352,J.Alvarez,MCI,FWD,7,0,0,0,0,0,0,0,0
353,"João Cancelo",MCI,DEF,5.3,0,0,0,0,0,0,0,0
354,Kovačić,MCI,MID,5.4,2.19379,2.28536,2.19739,2.15038,2.12322,2.01041,1.88033,2.11882
355,Lewis,MCI,DEF,4.6,1.98426,2.20599,2.12423,2.48139,2.05631,2.17358,2.42839,2.18215
356,"Matheus N.",MCI,MID,4.9,1.10374,1.59124,1.6624,1.77648,1.76568,1.58606,1.49515,1.68094
357,McAtee,MCI,MID,4.6,0.25711,0.24922,0.26141,0.23451,0.22933,0.23946,0.20924,0.25313
358,"Ortega Moreno",MCI,GK,5.2,1.52178,1.57297,1.60328,1.85431,1.40316,1.73465,2.02773,1.81684
359,Phillips,IPS,MID,4.8,0.8085,0.8607,0.88059,0.88703,0.85536,0.8214,0.93347,0.85743
360,Rodrigo,MCI,MID,6.3,0,0,0,0,0,0,0,0
361,Rúben,MCI,DEF,5.4,0,0,0,0.02917,1.81494,2.24969,2.57946,2.32479
362,Stones,MCI,DEF,5.3,1.0743,1.56404,1.6754,2.01225,1.69637,1.77557,1.95438,1.80096
363,Walker,MCI,DEF,5.2,2.52826,2.74589,2.64725,2.96235,2.55912,2.63918,2.84782,2.68222
364,Amad,MUN,MID,5.4,2.90369,3.0163,2.5675,3.12229,3.02101,2.82854,3.05078,2.96965
365,Antony,MUN,MID,5.7,0.63093,0.64773,0.53849,0.66359,0.63239,0.59148,0.6466,0.62283
366,B.Fernandes,MUN,MID,8.4,4.24429,4.22237,3.03283,4.03617,3.92703,3.46275,3.87447,3.78615
367,Bayindir,MUN,GK,4.3,0.23602,0.22858,0.30449,0.1811,0.21076,0.25283,0.20546,0.26699
368,Casemiro,MUN,MID,4.8,0.97419,0.97545,0.84963,0.99493,0.95658,0.918,0.97483,0.95752
369,Dalot,MUN,DEF,5.1,3.01598,2.88447,3.05105,2.71611,2.77085,2.95367,2.79189,3.25246
370,Eriksen,MUN,MID,5.3,0.6354,0.58269,0.52717,0.59431,0.56985,0.58553,0.58222,0.62161
371,Evans,MUN,DEF,4.4,0.66764,0.61985,0.72992,0.54536,0.58632,0.6702,0.5824,0.75227
372,Garnacho,MUN,MID,6.1,2.10222,2.13849,1.86418,2.20258,2.12282,2.0276,2.16005,2.122
373,Hannibal,MUN,MID,4.5,0,0,0,0,0,0,0,0
374,Heaton,MUN,GK,4,0.00724,0.00747,0.00953,0.00589,0.00688,0.0078,0.0067,0.00827
375,Højlund,MUN,FWD,6.9,2.37323,2.25041,1.92767,2.4547,2.24441,2.19814,2.34128,2.2186
376,Lindelof,MUN,DEF,4.3,0.15512,0.57089,1.35989,1.38209,1.63572,1.89905,1.69137,2.14142
377,Maguire,MUN,DEF,4.9,2.0802,1.98928,2.27156,1.74486,1.87916,2.08179,1.86025,2.36175
378,Mainoo,MUN,MID,5.2,2.12534,2.16077,1.88948,2.22123,2.13255,2.03596,2.18341,2.1215
379,Malacia,MUN,DEF,4.4,1.10158,1.06924,1.17417,0.96097,1.01551,1.09329,1.01033,1.22891
380,Martinez,MUN,DEF,4.4,2.54306,2.44342,2.64308,2.2284,2.3239,2.49784,2.32234,2.78944
381,McTominay,MUN,MID,4.9,1.89458,2.02634,1.71314,1.87939,1.86898,1.78041,2.01479,1.77202
382,Mount,MUN,MID,6.3,0,0,0,0,0,0,0,0
383,Onana,MUN,GK,5.2,3.84674,3.64127,4.93301,2.88953,3.35882,4.11421,3.2741,4.33719
384,Pellistri,MUN,MID,5,0.03954,0.04179,0.03575,0.03817,0.03791,0.03786,0.0409,0.03752
385,Rashford,MUN,MID,6.7,1.44842,1.52519,1.27276,1.55444,1.49525,1.37166,1.52204,1.43186
386,Sancho,CHE,MID,6.2,2.73479,2.46755,2.41291,2.78351,2.87733,2.14237,2.91314,2.30742
387,Shaw,MUN,DEF,4.9,0,0,0,0,0,0,0,0
388,Wan-Bissaka,WHU,DEF,4.6,2.59805,2.5838,2.90906,2.40619,2.40267,2.80411,2.82843,2.41995
389,Zirkzee,MUN,FWD,6.6,2.06632,1.98549,1.59726,2.19771,1.98392,1.88143,2.07947,1.90955
390,A.Murphy,NEW,DEF,4,0.00287,0.00322,0.00358,0.00293,0.00296,0.00302,0.00283,0.00358
391,Almirón,NEW,MID,5.5,0.88581,0.83503,0.8599,0.92295,0.90966,0.94843,0.86538,0.7797
392,Barnes,NEW,MID,6.1,2.29221,2.33188,2.45576,2.47338,2.4128,2.82477,2.29221,2.17562
393,Botman,NEW,DEF,4.4,0.79333,1.7472,2.44358,2.26319,2.31392,2.30891,2.22713,2.60159
394,"Bruno G.",NEW,MID,6.1,3.17921,2.97151,3.10313,3.37416,3.29595,3.463,3.15833,2.81254
395,Burn,NEW,DEF,4.4,2.2176,2.42245,2.65512,2.26339,2.27591,2.31437,2.19024,2.6453
396,Dúbravka,NEW,GK,4.2,2.94087,3.96127,3.97097,1.12486,0.75616,0.98677,0.62402,0.28895
397,Fraser,SOU,MID,4.8,0.5968,0.58451,0.59531,0.56619,0.54754,0.57988,0.5562,0.59186
398,Gordon,NEW,MID,7.2,3.1934,2.9172,3.0924,3.4451,3.32838,3.55919,3.16013,2.7295
399,Hall,NEW,DEF,4.6,2.76156,2.92351,3.16118,2.83395,2.83216,2.98421,2.70677,3.032
400,Hayden,NEW,MID,4.4,0.00015,0.00015,0.00015,0.00015,0.00015,0.00017,0.00015,0.00014
401,Isak,NEW,FWD,9,4.66649,4.01557,4.03125,4.98798,4.93712,4.7445,4.77764,3.60958
402,J.Murphy,NEW,MID,4.9,2.45526,2.63514,2.80878,2.741,2.67175,3.25961,2.54752,2.50645
403,Joelinton,NEW,MID,6,1.61712,2.16464,2.3867,2.43644,2.40589,2.69132,2.31012,2.24504
404,Kelly,NEW,DEF,4.2,0.40162,0.45197,0.5001,0.41019,0.41433,0.42714,0.39749,0.4992
405,Krafth,NEW,DEF,4.3,0,0,0,0.26177,0.31642,0.3202,0.3209,0.40465
406,Kuol,NEW,MID,4.4,0.00015,0.00015,0.00015,0.00015,0.00015,0.00017,0.00015,0.00014
407,Lascelles,NEW,DEF,4.5,0,0,0,0,0,0.02479,0.80313,1.22018
408,Lewis,NEW,DEF,4,0,0,0,0,0,0,0,0
409,Livramento,NEW,DEF,4.5,2.18726,2.40388,2.64617,2.22784,2.24645,2.27444,2.16223,2.6443
410,Longstaff,NEW,MID,4.7,1.98075,1.91904,1.98019,2.07115,2.04525,2.18878,1.95434,1.80247
411,Miley,NEW,MID,5,0.52933,0.51162,0.52495,0.54464,0.53804,0.57796,0.51455,0.47678
412,Odysseas,NEW,GK,4.3,0.00658,0.00881,0.00884,0.00664,0.00692,0.00901,0.00685,0.00937
413,Pope,NEW,GK,4.9,0,0,0,2.03294,2.57228,3.09772,2.68828,4.30533
414,Ruddy,NEW,GK,4,0.00652,0.00825,0.00827,0.00658,0.00686,0.00843,0.0068,0.00881
415,Schär,NEW,DEF,5.4,2.29497,2.5366,2.78234,2.34406,2.35927,2.45132,2.26975,2.75552
416,Targett,NEW,DEF,4,0.00355,0.00397,0.00443,0.00363,0.00367,0.00373,0.00351,0.00443
417,Tonali,NEW,MID,5.5,1.81043,1.81146,1.87164,1.89345,1.87604,2.07536,1.7921,1.69483
418,Trippier,NEW,DEF,5.6,2.95352,2.83019,3.03735,3.09738,3.06919,3.07244,2.91481,2.83148
419,White,NEW,MID,4.5,0,0,0,0,0,0,0,0
420,Willock,NEW,MID,4.8,1.48125,1.53862,1.60257,1.56454,1.54964,1.81427,1.47437,1.4271
421,Wilson,NEW,FWD,6.9,0,0,0,0,0,0,0,0.83774
422,Aina,NFO,DEF,5,2.88592,2.76648,2.93147,2.88594,2.77379,2.82896,2.80832,2.88602
423,Anderson,NFO,MID,5,2.9478,2.31828,2.51685,2.79928,3.04868,2.25596,2.94232,2.31979
424,Awoniyi,NFO,FWD,5.5,1.09477,1.17058,1.25282,0.99011,1.28021,1.08909,1.12779,1.12466
425,Boly,NFO,DEF,4.2,0.4735,0.46709,0.49814,0.48482,0.42843,0.48731,0.45322,0.49702
426,Bowler,NFO,MID,4.5,0,0,0,0,0,0,0,0
427,C.Miguel,NFO,GK,4.2,0.22527,0.24283,0.23612,0.2331,0.18118,0.26245,0.21085,0.25295
428,"Da Silva Moreira",NFO,MID,4.4,0.23904,0.24209,0.25383,0.23013,0.25371,0.23283,0.23978,0.23876
429,Danilo,NFO,MID,4.7,0.1725,0.65597,1.41456,1.73566,1.99683,1.85921,1.95384,1.89693
430,Dennis,NFO,FWD,4.9,0.00036,0.00039,0.00042,0.00034,0.00042,0.00037,0.00038,0.00038
431,Dominguez,NFO,MID,4.8,0,1.58814,1.62647,1.54025,1.68447,1.51798,1.59648,1.5491
432,Elanga,NFO,MID,5.1,2.16697,2.039,2.26296,2.089,2.28622,2.02906,2.19717,2.09252
433,Gibbs-White,NFO,MID,6.3,2.81698,2.32616,2.59478,2.49964,2.75574,2.21789,2.6614,2.30284
434,Hudson-Odoi,NFO,MID,5.3,2.27831,2.24643,2.40603,2.21808,2.38447,2.21962,2.29996,2.27075
435,Mighten,NFO,MID,4.5,0,0,0,0,0,0,0,0
436,Murillo,NFO,DEF,4.6,2.73454,2.71759,2.86879,2.75137,2.58632,2.77809,2.64766,2.83225
437,N.Williams,NFO,DEF,4.3,1.65054,1.63941,1.77185,1.72212,1.42887,1.74447,1.5651,1.78086
438,O.Richards,NFO,DEF,4.5,0,0,0,0,0,0,0,0
439,O'Brien,NFO,MID,5,0,0,0,0,0,0,0,0
440,Omobamidele,NFO,DEF,4.3,0.01398,0.0136,0.0146,0.01431,0.01264,0.01425,0.01339,0.01454
441,Panzo,NFO,DEF,4,0,0,0,0,0,0,0,0
442,Sangaré,NFO,MID,4.4,0,0,0,0,0,0,0,0
443,Sels,NFO,GK,4.7,3.48155,3.71321,3.6125,3.60522,2.78466,4.02506,3.2537,3.87568
444,Toffolo,NFO,DEF,4.3,0.47923,0.46637,0.50226,0.49797,0.41153,0.49649,0.45213,0.50631
445,Turner,CRY,GK,4,0.24215,0.17181,0.20945,0.20679,0.22515,0.19065,0.246,0.18388
446,Ui-jo,NFO,FWD,4.5,0.01827,0.01927,0.02083,0.01632,0.01906,0.01934,0.01783,0.01844
447,Wood,NFO,FWD,6.6,2.58402,2.62033,2.74978,2.43453,2.90801,2.50382,2.65956,2.55834
448,Worrall,NFO,DEF,4.5,0.01048,0.01009,0.0108,0.01029,0.00954,0.01078,0.00999,0.01089
449,Yates,NFO,MID,4.9,1.99559,1.93078,1.97444,1.92922,2.08026,1.85994,1.98809,1.89285
450,Alcaraz,SOU,MID,4.9,0,0,0,0,0,0,0,0
451,Amo-Ameyaw,SOU,MID,4.4,0.22456,0.22038,0.22439,0.21368,0.20619,0.21834,0.21002,0.22304
452,Aribo,SOU,MID,4.9,2.43784,2.17248,2.32767,2.10841,2.04539,2.27254,2.10791,2.30794
453,Armstrong,SOU,FWD,5.1,1.98634,1.89504,1.99757,1.82475,1.78736,1.87928,1.89804,1.94603
454,Bazunu,SOU,GK,4.3,0,0,0,0,0,0,0,0.00275
455,Bednarek,SOU,DEF,4,1.93718,2.11795,1.89663,2.13379,2.0303,2.00184,1.90492,1.964
456,Bella-Kotchap,SOU,DEF,3.9,0.00092,0.001,0.0009,0.00101,0.00096,0.00096,0.00089,0.00094
457,Bree,SOU,DEF,3.9,0.98828,1.08222,0.96394,1.09518,1.03514,1.02985,0.95818,1.00526
458,Charles,SOU,MID,4.5,0,0,0,0,0,0,0,0
459,Edozie,SOU,MID,4.9,0,0,0,0,0,0,0,0
460,Edwards,SOU,DEF,3.9,0.23826,0.2613,0.23297,0.26434,0.24993,0.24849,0.23164,0.24277
461,Harwood-Bellis,SOU,DEF,4.1,2.0184,2.19888,1.97258,2.2245,2.11035,2.09865,1.96662,2.0515
462,Kamaldeen,SOU,MID,5,1.01063,0.9892,1.01601,0.96307,0.9324,0.99153,0.94397,1.01187
463,Lallana,SOU,MID,5,0.70334,0.69212,0.69729,0.66706,0.63903,0.67617,0.65863,0.69252
464,Larios,SOU,DEF,4,0,0,0,0.02717,0.03084,0.03078,0.03025,0.03279
465,Lis,SOU,GK,4,0.00701,0.00818,0.00696,0.00866,0.00729,0.00751,0.00613,0.00691
466,Lumley,SOU,GK,4,0.0066,0.00738,0.0065,0.00818,0.00712,0.00745,0.0062,0.00684
467,Manning,SOU,DEF,4.3,1.71525,1.78859,1.66572,1.7953,1.70658,1.7408,1.62763,1.71352
468,Mara,SOU,FWD,5,0.58148,0.54593,0.55171,0.55766,0.57983,0.56102,0.50293,0.56382
469,McCarthy,SOU,GK,4.3,0.21057,0.24479,0.20748,0.26994,0.23668,0.2373,0.20788,0.21822
470,Onuachu,SOU,FWD,4.9,1.26198,1.26031,1.25903,1.18674,1.15428,1.15091,1.25031,1.20995
471,Smallbone,SOU,MID,5,0.15663,0.60532,1.24102,1.61646,1.70892,1.81538,1.82617,1.84433
472,Stephens,SOU,DEF,4,1.28006,1.40832,1.25363,1.42012,1.34102,1.33053,1.24472,1.30362
473,Stewart,SOU,FWD,4.4,0,0,0,0.9457,1.0897,1.07297,1.2215,1.19313
474,Sugawara,SOU,DEF,4.3,2.02893,2.16166,1.97206,2.17876,2.06068,2.07416,1.97233,2.0384
475,Taylor,SOU,DEF,3.9,0.43276,0.46227,0.42415,0.46677,0.44323,0.44822,0.41281,0.43963
476,Walker-Peters,SOU,DEF,4.3,2.53608,2.59991,2.4754,2.61359,2.4907,2.57322,2.37852,2.5417
477,Wood,SOU,DEF,4,1.31476,1.43615,1.28622,1.45212,1.37598,1.36834,1.27927,1.33803
478,A.Phillips,TOT,DEF,4,0,0,0,0,0,0,0,0
479,Austin,TOT,GK,4,0.00719,0.00658,0.00747,0.00877,0.00747,0.00671,0.00807,0.00674
480,Bentancur,TOT,MID,4.9,0.87184,0.93054,0.91222,0.80371,0.90094,0.98832,0.89878,0.87982
481,Bergvall,TOT,MID,4.4,1.12075,1.19718,1.1702,1.01555,1.16761,1.29731,1.18446,1.12044
482,Bissouma,TOT,MID,4.9,1.71131,1.83509,1.8041,1.58573,1.75881,1.93317,1.7568,1.7486
483,Bryan,TOT,MID,5,0,0,0,0,0,0,0,0
484,Davies,TOT,DEF,4.3,0.02367,1.0295,1.27541,1.56162,1.32298,1.36318,1.61666,1.28711
485,Devine,TOT,MID,4.5,0,0,0,0,0,0,0,0
486,Dragusin,TOT,DEF,4.3,2.18644,2.13253,2.18544,2.4425,2.1119,2.17437,2.46767,2.03906
487,E.Royal,TOT,DEF,4.5,0,0,0,0,0,0,0,0
488,Forster,TOT,GK,4.3,3.66139,3.15984,3.57644,4.40271,3.79239,3.22485,4.07693,3.23406
489,Gray,TOT,MID,4.6,1.44524,1.52383,1.49669,1.34061,1.48957,1.61888,1.5015,1.44747
490,Højbjerg,TOT,MID,5,0,0,0,0,0,0,0,0
491,Johnson,TOT,MID,6.5,2.40004,2.81477,2.73616,2.25855,2.4869,3.18218,2.7685,2.61395
492,Kulusevski,TOT,MID,6.4,2.61075,2.80906,2.70707,2.35252,2.58885,3.08868,2.83533,2.56831
493,"Lo Celso",TOT,MID,4.9,0.95791,1.04231,1.0285,0.83227,0.90955,1.0649,0.94738,1.00179
494,Maddison,TOT,MID,7.7,2.73106,3.14015,2.95869,2.32957,2.5885,3.48361,2.93883,2.76556
495,"Pedro Porro",TOT,DEF,5.5,3.10681,3.18024,3.17044,3.2132,3.026,3.34899,3.45997,2.97466
496,Reguilón,TOT,DEF,4.2,0.04225,0.04138,0.04183,0.04519,0.04108,0.04309,0.04768,0.0389
497,Richarlison,TOT,FWD,6.8,0.01647,0.01835,1.37228,1.17152,1.55562,1.8211,1.52083,1.57871
498,Romero,TOT,DEF,5,0,0,0,2.37734,2.4996,2.68131,2.87101,2.5624
499,P.M.Sarr,TOT,MID,4.8,1.94444,1.96384,1.91925,1.78175,1.97582,2.08958,2.01975,1.84919
500,Scarlett,TOT,FWD,4.5,0,0,0,0,0,0,0,0
501,Skipp,LEI,MID,4.8,1.18387,1.22216,1.23417,1.31465,1.26295,1.31732,1.29322,1.21064
502,Solomon,TOT,MID,5.4,0,0,0,0,0,0,0,0
503,Son,TOT,MID,9.8,3.52424,4.55213,4.10199,2.65984,2.95797,4.93981,3.48916,3.73922
504,Spence,TOT,DEF,4.4,1.35884,1.31412,1.33904,1.49112,1.30692,1.34838,1.53517,1.24059
505,Udogie,TOT,DEF,4.9,2.63014,2.60537,2.64088,2.84551,2.56549,2.69278,2.94154,2.47255
506,"Van de Ven",TOT,DEF,4.5,0,0,0,1.33084,1.41429,1.44861,1.71912,1.47463
507,Veliz,TOT,FWD,5,0,0,0,0,0,0,0,0
508,Vicario,TOT,GK,4.9,0,0,0,0,0,0,0,0
509,Werner,TOT,MID,6.2,1.90563,2.22312,2.08214,1.58212,1.79591,2.44289,2.0123,1.92462
510,Whiteman,TOT,GK,4,0.00719,0.00658,0.00747,0.00877,0.00747,0.00671,0.00807,0.00674
511,Álvarez,WHU,MID,5,1.87515,1.54077,1.57086,1.59587,1.65777,1.60364,1.59071,1.67042
512,Antonio,WHU,FWD,5.4,0,0,0,0,0,0,0,0
513,Areola,WHU,GK,4.2,0.43495,0.38005,0.45404,0.33905,0.3341,0.43298,0.43374,0.32482
514,Bowen,WHU,MID,7.5,3.88715,3.0484,2.85728,3.16026,3.21191,2.9841,2.91191,3.36829
515,Cornet,SOU,MID,4.7,0,0.0621,0.06388,0.06024,0.05817,0.06227,0.05958,0.06351
516,Coufal,WHU,DEF,4.2,1.80973,1.87804,2.04719,1.75702,1.76097,1.96742,1.98524,1.77968
